0.8,-1.0,2.0
-0.84359477,-0.54359477,2.37640523
0.94916774,0.01319128,2.64475272
-0.48817122,0.47846551,2.60356654
0.98000335,0.88402467,2.37090841
-0.12679607,1.29205562,2.06325936
0.99983764,1.61427936,1.60584713
0.09917729,1.87040473,1.07257774
1.01856244,2.08592748,0.52318929
0.40555193,2.38614944,0.09822704
0.8191823,2.38118284,-0.64124753
0.40469734,2.30690293,-1.30804527
0.46033968,1.92569695,-2.13279353
0.45829247,1.75013492,-2.48083387
0.18429057,1.3725879,-2.91206293
0.05859912,0.79427208,-3.34886318
-0.03429693,0.2816238,-3.46350907
-0.33606157,-0.36465725,-3.53621055
-0.19480403,-0.82103648,-3.2113126
-0.5591441,-1.27343846,-2.80725425
-0.38396778,-1.63620687,-2.25461281
-0.76523976,-2.01909871,-1.71826615
-0.66528845,-2.43228423,-1.1992515
-0.9003275,-2.76319927,-0.57262349
-0.6233727,-2.83817202,0.290162
-0.71509432,-2.68360927,1.24104558
-0.64259621,-2.5783439,1.91559507
-0.55043111,-2.34131584,2.56216323
-0.32897095,-1.89253034,3.22653246
-0.17871285,-1.29199057,3.78179016
-0.12496719,-0.78053243,3.96230534
0.07811709,-0.26612738,3.95803211
0.29009804,0.38566102,3.93763262
0.32655553,0.93797959,3.62610268
0.57789901,1.4858329,3.2036026
0.41611909,1.80728877,2.4706241
0.97056172,2.34753826,1.99926838
0.69248462,2.81973004,1.38733769
1.01596709,3.10456178,0.56265626
0.66737579,3.15653332,-0.42364543
0.91976289,3.08172195,-1.36492416
0.6142245,2.92827512,-2.18355199
0.82561889,2.75521643,-2.82021834
0.30901402,2.31687051,-3.54928771
0.56614005,1.86071642,-4.02613829
-0.04921493,1.22962379,-4.45047957
0.2817007,0.67419998,-4.5291994
-0.32974992,0.07971274,-4.46539876
-0.06596942,-0.50150392,-4.22210347
-0.37527536,-0.85428393,-3.62223265
-0.33991578,-1.24969487,-3.07313421
-0.63306082,-1.68675782,-2.5513932
-0.61140735,-2.12659672,-2.00044005
-0.60041216,-2.29399473,-1.14977544
-0.76538598,-2.4987453,-0.44787026
-0.51037022,-2.46650505,0.41908893
-0.64757414,-2.3233963,1.22252229
-0.33782622,-2.0334402,1.97721805
-0.48308194,-1.72475691,2.52026197
-0.2790028,-1.47534452,2.80825166
-0.27469955,-1.15114426,3.04148745
-0.05959319,-0.76073541,3.19935696
-0.22913846,-0.53516575,3.04526942
0.13273034,-0.21926637,2.94311734
0.2195227,0.34707152,3.01604284
0.27364133,0.76538924,2.75719096
0.39498188,1.13424134,2.37256001
0.66521657,1.68272334,2.1299832
0.43172715,1.95698307,1.49472912
0.80342316,2.2302583,0.89691089
0.4079363,2.28202273,0.10918476
0.87580506,2.38832649,-0.48986341
0.31031044,2.2731037,-1.22851009
0.7327194,2.09941025,-1.85071774
0.20096017,1.83608405,-2.39223065
0.45159521,1.45481216,-2.86980393
0.0403162,1.05936581,-3.15643119
0.1180236,0.55773384,-3.37615098
-0.21430141,0.03574072,-3.42399557
-0.24727618,-0.55923691,-3.37913625
-0.60198203,-1.23931448,-3.24940687
-0.46655781,-1.75797515,-2.77888589
-0.76675322,-2.17679826,-2.14232814
-0.49732089,-2.36149104,-1.2669391
-1.00649307,-2.68550495,-0.64178727
-0.48689213,-2.76115985,0.21014889
-0.85188721,-2.66226409,1.09746432
-0.61298097,-2.66691292,1.68297649
-0.66415758,-2.48197785,2.3482199
-0.6020531,-2.34685504,2.78177428
-0.3445601,-1.94856444,3.35558428
-0.28871507,-1.438878,3.81227903
-0.03935821,-0.8661496,4.09233781
0.06095554,-0.24384813,4.19693998
0.44935923,0.55017275,4.2666967
0.22812775,1.07830531,3.81910506
0.77663256,1.6738644,3.36554259
0.54349897,2.21402218,2.76408796
0.8461681,2.55289178,1.91357419
0.69265705,2.8071972,1.03843298
0.94234592,3.01087319,0.20264753
0.54693733,2.90859116,-0.84139949
0.80989421,2.72277741,-1.73992468
0.3250656,2.34576211,-2.60318752
0.60404591,1.96535851,-3.19271412
0.00708393,1.40569595,-3.73536855
0.33237073,0.89217952,-3.96087375
-0.25529393,0.33149455,-4.03664656
-0.08945215,-0.31493526,-4.0155619
-0.59425242,-0.99284946,-3.83603875
-0.11952908,-1.30422253,-3.12070963
-0.78188723,-1.66640304,-2.49868856
-0.49775995,-2.13460751,-1.99222128
-0.99413099,-2.58910754,-1.42781703
-0.37666251,-2.62304685,-0.41373883
-1.08268482,-2.74975404,0.3250784
-0.3959884,-2.73227862,1.10571514
-0.84132609,-2.51962635,1.92796512
-0.45360233,-2.39349038,2.44367562
-0.60936489,-2.11660515,2.97430959
-0.26024062,-1.74799921,3.41277825
-0.22865951,-1.20036454,3.83638481
0.02324627,-0.62927416,4.03867143
0.04924307,-0.08292551,4.00645476
0.20206282,0.36517702,3.71820854
0.45671595,0.96988934,3.50690813
0.4739748,1.51024016,3.0899796
0.61685034,1.92214694,2.4617182
0.69080802,2.30551553,1.80071625
0.71496522,2.56147886,1.02288883
0.59237611,2.5574998,0.05611723
0.80795215,2.62208524,-0.65720954
0.35651731,2.36842849,-1.57262206
0.79187884,2.23405379,-2.11872711
0.27771841,2.02268719,-2.5977517
0.57828817,1.73566827,-2.99800396
0.08312256,1.3514959,-3.33325606
0.24910666,0.86633468,-3.5905474
-0.07005361,0.44368784,-3.59089064
0.09907521,0.11423527,-3.37118034
-0.35496192,-0.3435238,-3.22268573
-0.08161424,-0.70174929,-2.86554379
-0.55160402,-1.09055322,-2.49936963
-0.20446535,-1.34616036,-1.95293057
-0.65736399,-1.59258021,-1.4244455
-0.26021072,-1.70510623,-0.78855282
-0.66573703,-1.7840219,-0.20611159
-0.2334023,-1.73282104,0.41945704
-0.7303448,-1.79003911,0.80238845
-0.06988712,-1.59012145,1.38686403
-0.68993712,-1.49242169,1.69809606
-0.06092068,-1.36015108,1.95545492
-0.40179187,-1.05847782,2.29363707
0.01485105,-0.78425505,2.44961214
-0.16559262,-0.4463697,2.55734769
0.13766432,-0.13225997,2.51947226
0.30316471,0.46171151,2.67442201
-0.0034123,0.60726859,2.17332545
0.47009244,0.85758869,1.82853313
0.36245173,1.2874706,1.65371714
0.39465857,1.43074911,1.09654822
0.54697725,1.66140646,0.68963667
0.3649556,1.71552383,0.11430113
0.69206479,1.8828588,-0.25473827
0.31514802,1.86924621,-0.78480823
0.68253749,1.86940149,-1.19631325
0.19339321,1.69452517,-1.7047105
0.40093346,1.35406151,-2.22963672
0.08980274,1.03848814,-2.52779757
0.15089678,0.64985142,-2.7476992
-0.24242809,0.10839676,-2.96204644
0.06570504,-0.21676371,-2.75693712
-0.64007258,-0.79959738,-2.75092362
-0.04895671,-1.13485766,-2.3236292
-0.58146384,-1.28589887,-1.69272357
-0.45702616,-1.69100199,-1.39043955
-0.66209343,-1.97453555,-0.90248901
-0.71859128,-2.3378427,-0.50196258
-0.53223555,-2.36796755,0.26463826
-0.80647688,-2.45888711,0.83382769
-0.43845608,-2.36037571,1.51157796
-0.61307159,-2.12740679,2.16545978
-0.14356688,-1.67241631,2.84723495
-0.31445474,-1.16598368,3.31441782
-0.03173117,-0.76515556,3.43530166
0.08375725,-0.18996652,3.58733005
0.3181528,0.44204427,3.59473808
0.15936588,0.81051506,3.14759535
0.57212823,1.24671887,2.74260153
0.30979971,1.55777861,2.15855132
0.77761335,1.92166446,1.64497883
0.47085628,2.19733968,1.03160874
0.8548503,2.41855515,0.39761663
0.39911131,2.39365883,-0.42839339
0.90809787,2.44699174,-1.01176339
0.19105119,2.19136462,-1.80925299
0.69574717,1.89100544,-2.42326349
0.03776501,1.51250965,-2.90864085
0.47530652,1.14920423,-3.17305741
-0.13530149,0.7401542,-3.3239878
0.13777651,0.25312276,-3.40150782
-0.4926312,-0.37813126,-3.46241219
-0.06812847,-0.83905865,-3.15204189
-0.68446684,-1.29139346,-2.75377114
-0.34296845,-1.71483617,-2.2665793
-0.71489241,-1.97164527,-1.57828748
-0.45977203,-2.15212933,-0.86740335
-0.62041178,-2.1449674,-0.04979598
-0.5572936,-2.19013973,0.55798314
-0.57522203,-2.1495368,1.14961119
-0.27501316,-1.82149693,1.90408597
-0.54155793,-1.6236548,2.28660085
-0.13278942,-1.34055492,2.622343
-0.38033316,-1.06522738,2.80159185
0.22584019,-0.53700967,3.11707532
-0.05661249,0.00282187,3.22576544
0.34444235,0.42393267,3.03313424
0.14521588,0.78850571,2.69423197
0.30092232,0.93363876,2.09090923
0.42764107,1.24892692,1.72883301
0.2806302,1.35912395,1.1358737
0.44730807,1.42487218,0.57806873
0.37745531,1.51559142,0.13149326
0.42889294,1.53165816,-0.33210114
0.38430297,1.52285165,-0.73730588
0.14725225,1.22505852,-1.3518664
0.38412188,1.07510352,-1.61248434
0.17289198,0.99165406,-1.71209283
0.28145688,0.86440299,-1.81154249
-0.06791032,0.54514067,-2.04593263
-0.03199148,0.09762226,-2.26826605
-0.11616547,-0.18687731,-2.15108175
-0.38176461,-0.66579545,-2.16523117
-0.24045764,-1.00355276,-1.89185592
-0.36635657,-1.16021906,-1.38800378
-0.46805592,-1.43340651,-1.0494048
-0.18717807,-1.36710784,-0.35369726
-0.42395561,-1.29011768,0.20062774
-0.17543854,-1.19403231,0.64562913
-0.24178029,-0.97086596,1.10433564
-0.20383093,-0.86269274,1.29394487
-0.15719114,-0.72022754,1.44936836
-0.11225389,-0.55586494,1.55441923
-0.11474096,-0.43152516,1.55017885
0.1012481,-0.15577418,1.66085339
-0.05367681,0.02599354,1.57379121
-0.00584716,0.02179214,1.26277142
0.1320013,0.18814579,1.18266086
-0.02048182,0.23969868,0.95306445
0.1570192,0.29655749,0.7569314
0.15465797,0.47453126,0.70212096
0.24555503,0.65009768,0.60192501
0.33385997,0.90398534,0.54641761
0.2732175,1.04754085,0.31495818
0.15267101,0.93493552,-0.17175146
0.38519874,0.98320037,-0.3713345
-0.00250276,0.82092292,-0.7580185
0.52187121,0.89975945,-0.78143533
-0.09581278,0.79249363,-1.01015628
0.34495716,0.61456623,-1.23390208
-0.15832286,0.41006563,-1.38833115
0.35762586,0.36463486,-1.29299869
-0.40299539,0.04946538,-1.47188889
