0.8,-1.0,2.0,0.1
-0.104061,-0.200061,-1.110061,0.294939
0.377138,-0.133786,0.633608,-0.053178
0.013846,0.064507,-0.380109,0.042457
0.059383,-0.046987,0.120362,-0.131036
-0.020438,0.031377,-0.035703,0.04068
-0.073422,-0.08108,-0.069505,-0.093815
-0.235866,-0.235043,-0.119182,-0.160943
-0.263485,-0.274598,0.026365,-0.035646
-0.374458,-0.401973,-0.146877,-0.104062
-0.347203,-0.425406,0.044967,-0.015508
-0.291396,-0.365136,0.000346,0.07134
-0.13872,-0.249135,0.082627,0.122932
-0.094429,-0.190979,-0.036976,0.047791
-0.035466,-0.12421,0.043658,0.041111
-0.025274,-0.073698,-0.013435,0.029419
0.039635,-0.001767,0.057529,0.057637
-0.113776,-0.131051,-0.179557,-0.139104
-0.10367,-0.128839,0.093194,-0.017367
-0.191942,-0.185735,-0.11948,-0.046887
-0.132863,-0.179851,0.07439,0.012958
0.009332,-0.016796,0.100995,0.167982
-0.015753,-0.062557,-0.113067,-0.037341
-0.116904,-0.159159,-0.055478,-0.124582
-0.066229,-0.071505,0.099151,0.072777
-0.121155,-0.134101,-0.119504,-0.044266
-0.133602,-0.178039,0.015963,-0.050518
-0.163433,-0.180702,-0.031439,-0.005785
0.012241,-0.030258,0.159963,0.157309
0.058568,0.027014,-0.049832,0.065035
0.185476,0.140586,0.126779,0.094939
0.177977,0.189814,-0.040701,0.032394
0.16511,0.175407,0.013304,-0.030513
0.012183,0.060979,-0.117113,-0.127531
0.145165,0.184585,0.209976,0.121378
0.008782,0.065246,-0.217087,-0.092993
0.136257,0.134665,0.214225,0.061945
0.088324,0.150277,-0.102929,0.025948
0.192812,0.193828,0.12804,0.047406
0.02723,0.079905,-0.183889,-0.117675
0.02582,0.045529,0.090466,-0.042936
0.002275,0.05965,-0.026767,0.025337
0.101357,0.108824,0.089714,0.067617
0.040358,0.060741,-0.094066,-0.043253
0.06606,0.070972,0.071138,0.001759
0.097379,0.131408,0.023519,0.06275
0.193813,0.207295,0.078265,0.083549
0.262469,0.291409,0.047135,0.081455
0.333366,0.372278,0.067966,0.073536
0.336088,0.400857,0.008707,0.019334
0.228898,0.30941,-0.067091,-0.10055
0.038605,0.133036,-0.103244,-0.182822
-0.002596,0.087672,0.053913,-0.03564
-0.075205,-0.005499,-0.082203,-0.057708
-0.020199,-0.003891,0.078187,0.022419
0.043103,0.061333,0.029559,0.081891
0.085433,0.076893,0.007506,0.024681
0.066256,0.069401,-0.015464,-0.01704
-0.03587,-0.021045,-0.080527,-0.09837
-0.141137,-0.125523,-0.053518,-0.108673
-0.207582,-0.197291,-0.035308,-0.062975
-0.279978,-0.296141,-0.0748,-0.081169
-0.080584,-0.125264,0.204742,0.181678
0.140916,0.096309,0.088858,0.243551
0.22537,0.158936,-0.006319,0.053985
0.109367,0.094959,-0.090397,-0.107699
-0.002914,0.025299,-0.026426,-0.100065
-0.068482,-0.024465,-0.022535,-0.047244
-0.135817,-0.115955,-0.059289,-0.073852
-0.24972,-0.252315,-0.094815,-0.125449
-0.263902,-0.285761,0.017534,-0.025136
-0.140954,-0.180121,0.086159,0.124875
-0.069702,-0.135,-0.019892,0.060367
-0.131633,-0.202328,-0.085772,-0.082183
-0.078263,-0.124605,0.093084,0.053456
-0.243752,-0.270905,-0.21835,-0.142712
-0.289724,-0.351529,0.027249,-0.094724
-0.304941,-0.335324,-0.026594,0.021534
-0.204227,-0.286028,0.05025,0.067573
-0.204731,-0.287396,-0.065817,-0.001173
-0.081928,-0.172381,0.114014,0.099915
-0.068949,-0.128438,-0.059469,0.036875
0.073748,0.003261,0.137636,0.113669
0.116243,0.093589,-0.017092,0.077729
0.225164,0.198739,0.104355,0.087773
0.230821,0.253669,-0.014357,0.037989
0.204235,0.234025,-0.001467,-0.034266
0.152068,0.213163,-0.006651,-0.03272
0.178005,0.241831,0.059818,0.032543
0.182129,0.245402,-0.000609,0.015718
0.108161,0.160493,-0.056102,-0.080252
0.040616,0.0973,-0.008788,-0.065316
0.064357,0.119692,0.052733,0.034025
0.196144,0.233643,0.109848,0.133856
0.16623,0.195485,-0.0817,-0.026971
0.147358,0.174767,0.037382,-0.03662
0.21003,0.273003,0.090009,0.095
0.216264,0.268681,-0.02549,0.010466
0.186019,0.234013,0.002939,-0.039974
0.209392,0.279005,0.064971,0.041482
0.202905,0.27203,-0.011384,0.005021
0.152106,0.211591,-0.023072,-0.057424
0.061205,0.129284,-0.04285,-0.081876
0.003782,0.064038,-0.011044,-0.055918
-0.06639,-0.020181,-0.05103,-0.067408
-0.222651,-0.201951,-0.13291,-0.167432
-0.061199,-0.062842,0.221524,0.146956
0.023816,0.020364,-0.039371,0.118251
0.068621,0.012039,0.011775,-0.00994
-0.078383,-0.084105,-0.128083,-0.12213
-0.124344,-0.129759,0.022215,-0.058734
-0.194615,-0.187978,-0.072875,-0.048396
-0.045652,-0.078321,0.152725,0.121735
0.052003,0.026992,0.006612,0.119803
0.028804,-0.019298,-0.061183,-0.053593
0.106201,0.093016,0.124318,0.083799
0.092814,0.108842,-0.058483,0.017213
0.155466,0.153867,0.084402,0.036365
0.079697,0.116198,-0.084811,-0.043518
0.320091,0.341663,0.288536,0.219614
0.290814,0.353436,-0.137215,0.027148
0.23041,0.255379,0.00559,-0.117585
0.258299,0.357167,0.109948,0.082165
0.259353,0.346884,-0.026265,0.013594
0.270519,0.339806,0.046756,-0.004325
0.318141,0.410372,0.076028,0.072223
0.293907,0.382492,-0.028192,-0.0162
0.339278,0.426242,0.099118,0.041734
0.325248,0.434231,-0.007393,0.016496
0.446136,0.540564,0.159441,0.112038
0.471356,0.591765,0.006,0.061182
0.381241,0.491678,-0.049203,-0.10142
0.25661,0.39582,-0.0191,-0.105321
0.325985,0.46726,0.144588,0.087325
0.43377,0.559795,0.076584,0.128208
0.318558,0.419442,-0.125764,-0.125553
0.282495,0.393531,0.088656,-0.041312
0.369968,0.509969,0.117642,0.133851
0.470844,0.577091,0.065419,0.097582
0.540752,0.648137,0.082876,0.072569
0.508316,0.643328,-0.002068,-0.009383
0.393718,0.542671,-0.038766,-0.104911
0.324648,0.487454,0.033132,-0.051578
0.372325,0.52972,0.097305,0.067518
0.248654,0.383388,-0.129023,-0.11537
0.244803,0.353799,0.102003,-0.025969
0.301175,0.431738,0.070885,0.100509
0.235399,0.325108,-0.086864,-0.078936
0.013665,0.09867,-0.138294,-0.231213
0.027286,0.118008,0.133651,0.022333
0.013485,0.089204,-0.061488,0.014701
0.057629,0.068911,0.047598,-0.000554
-0.057563,-0.028301,-0.118315,-0.094295
-0.030472,-0.025159,0.081383,0.002594
-0.03832,-0.017785,-0.034997,0.020548
-0.049341,-0.065538,-0.019265,-0.039207
-0.018484,-0.024095,0.044749,0.036821
-0.184556,-0.191471,-0.194513,-0.161176
-0.281433,-0.309734,-0.014393,-0.129738
-0.315516,-0.328234,-0.023321,-0.008189
-0.374036,-0.43699,-0.101653,-0.084397
-0.325176,-0.413199,0.05137,0.024775
-0.361351,-0.44986,-0.104526,-0.028577
